Epoch	Score
1	0.2102
2	0.4353
3	0.6264
4	0.7161
5	0.7599
6	0.7878
7	0.813
8	0.8228
9	0.8299
10	0.8456
11	0.8519
12	0.8583
13	0.8529
14	0.859
15	0.8604
16	0.8729
17	0.8731
18	0.8595
19	0.867
20	0.8595
21	0.8547
22	0.8593
23	0.8561
24	0.8431
25	0.8503
26	0.8537
27	0.8366
28	0.8302
29	0.8394
30	0.8265
31	0.8346
32	0.8238
33	0.8297
34	0.8204
35	0.8147
36	0.7975
37	0.7927
38	0.7825
39	0.7557
40	0.7568
41	0.7486
42	0.7572
43	0.7415
44	0.7275
45	0.7317
46	0.7221
47	0.7257
48	0.7437
49	0.7177
50	0.7259
