Epoch	Score
1	0.3086
2	0.6381
3	0.7571
4	0.8103
5	0.8324
6	0.8575
7	0.8698
8	0.8838
9	0.895
10	0.8977
11	0.9119
12	0.921
13	0.9267
14	0.9334
15	0.9379
16	0.9402
17	0.9451
18	0.9514
19	0.9536
20	0.9537
21	0.9573
22	0.9633
23	0.9646
24	0.9648
25	0.9651
26	0.9642
27	0.9702
28	0.9714
29	0.9707
30	0.9716
31	0.9736
32	0.9713
33	0.9737
34	0.9683
35	0.9742
36	0.9746
37	0.9767
38	0.9768
39	0.974
40	0.9759
41	0.9736
42	0.9773
43	0.9744
44	0.9779
45	0.9766
46	0.9772
47	0.9801
48	0.9768
49	0.9782
50	0.9791
