Epoch	Score
1	0.2566
2	0.5986
3	0.7459
4	0.7922
5	0.8231
6	0.8421
7	0.8613
8	0.8741
9	0.8839
10	0.8917
11	0.9003
12	0.9085
13	0.9159
14	0.9228
15	0.9225
16	0.9267
17	0.9312
18	0.9377
19	0.9385
20	0.9408
21	0.9433
22	0.9472
23	0.9459
24	0.9493
25	0.9513
26	0.9504
27	0.9537
28	0.954
29	0.9613
30	0.9604
31	0.9592
32	0.9581
33	0.962
34	0.9619
35	0.9615
36	0.9686
37	0.965
38	0.9639
39	0.9653
40	0.9693
41	0.9651
42	0.9689
43	0.9671
44	0.9711
45	0.9703
46	0.9697
47	0.9673
48	0.9716
49	0.9742
50	0.9739
