Epoch	Score
1	0.1875
2	0.1861
3	0.189
4	0.1843
5	0.1899
6	0.1895
7	0.2543
8	0.4341
9	0.553
10	0.6484
11	0.7135
12	0.731
13	0.744
14	0.7599
15	0.7748
16	0.7758
17	0.7664
18	0.7762
19	0.7915
20	0.7772
21	0.7752
22	0.7709
23	0.7814
24	0.7675
25	0.7763
26	0.7603
27	0.7719
28	0.7535
29	0.7464
30	0.7141
31	0.743
32	0.7138
33	0.7361
34	0.706
35	0.7318
36	0.7184
37	0.7126
38	0.6716
39	0.6445
40	0.6773
41	0.6646
42	0.676
43	0.6674
44	0.6486
45	0.5677
46	0.5837
47	0.421
48	0.1304
49	0.19
50	0.1903
51	0.1907
52	0.1906
53	0.1908
54	0.1904
55	0.1895
56	0.1892
57	0.1892
58	0.1895
59	0.1886
60	0.1881
61	0.188
62	0.1896
63	0.1887
64	0.1875
65	0.1901
66	0.1885
67	0.1874
68	0.1892
69	0.1873
70	0.1869
71	0.1864
72	0.1872
73	0.1856
74	0.1865
75	0.1859
76	0.1845
77	0.1864
78	0.1897
79	0.1859
80	0.1861
