Epoch	Score
1	0.2857
2	0.6411
3	0.7719
4	0.815
5	0.835
6	0.8595
7	0.8729
8	0.8819
9	0.8903
10	0.9016
11	0.9003
12	0.9156
13	0.9138
14	0.9218
15	0.9211
16	0.9234
17	0.9261
18	0.9331
19	0.9291
20	0.9311
21	0.9373
22	0.9382
23	0.9381
24	0.9376
25	0.9403
26	0.9434
27	0.9427
28	0.9428
29	0.9447
30	0.9432
31	0.9452
32	0.9481
33	0.9422
34	0.9441
35	0.9505
36	0.9457
37	0.9446
38	0.9495
39	0.9466
40	0.9492
41	0.9502
42	0.9483
43	0.9504
44	0.9514
45	0.9512
46	0.9444
47	0.9506
48	0.948
49	0.9518
50	0.9521
