Epoch	Score
1	0.1953
2	0.3935
3	0.6662
4	0.7666
5	0.8117
6	0.8441
7	0.8644
8	0.8812
9	0.8943
10	0.9042
11	0.9163
12	0.9257
13	0.9304
14	0.9412
15	0.9415
16	0.9541
17	0.9592
18	0.9621
19	0.9649
20	0.9694
21	0.9709
22	0.974
23	0.9757
24	0.9763
25	0.9794
26	0.9808
27	0.9808
28	0.9832
29	0.9828
30	0.9834
31	0.9858
32	0.9843
33	0.9868
34	0.9839
35	0.9867
36	0.986
37	0.9878
38	0.9886
39	0.9897
40	0.9888
41	0.989
42	0.989
43	0.989
44	0.99
45	0.9895
46	0.9907
47	0.9903
48	0.989
49	0.9916
50	0.9908
51	0.9904
52	0.9912
53	0.9916
54	0.9921
55	0.9925
56	0.9927
57	0.9908
58	0.9922
59	0.9919
60	0.9922
61	0.9911
62	0.993
63	0.9911
64	0.9923
65	0.9933
66	0.9939
67	0.9935
68	0.99
69	0.9922
70	0.9934
71	0.9913
72	0.9932
73	0.9931
74	0.9921
75	0.9936
76	0.9926
77	0.9917
78	0.9926
79	0.9943
80	0.9943
