Epoch	Score
1	0.19
2	0.1902
3	0.3813
4	0.6858
5	0.7894
6	0.8299
7	0.8587
8	0.8806
9	0.891
10	0.9029
11	0.916
12	0.9234
13	0.9321
14	0.9413
15	0.9432
16	0.9504
17	0.9548
18	0.9597
19	0.9665
20	0.9675
21	0.9681
22	0.9714
23	0.9753
24	0.9733
25	0.979
26	0.9815
27	0.9792
28	0.983
29	0.9839
30	0.9807
31	0.9857
32	0.9855
33	0.9846
34	0.9883
35	0.9884
36	0.9838
37	0.988
38	0.9846
39	0.9897
40	0.9877
41	0.9891
42	0.9892
43	0.9899
44	0.9899
45	0.9895
46	0.991
47	0.9887
48	0.9847
49	0.9903
50	0.9876
51	0.9915
52	0.9914
53	0.9904
54	0.9878
55	0.9924
56	0.9869
57	0.9866
58	0.9941
59	0.9882
60	0.9888
61	0.9904
62	0.9908
63	0.9946
64	0.9944
65	0.9931
66	0.9921
67	0.9927
68	0.9919
69	0.9928
70	0.9897
71	0.9883
72	0.9934
73	0.9941
74	0.9933
75	0.9906
76	0.9928
77	0.9954
78	0.9923
79	0.995
80	0.9923
