Epoch	Score
1	0.1888
2	0.1908
3	0.2241
4	0.376
5	0.58
6	0.7143
7	0.7741
8	0.7993
9	0.8258
10	0.8357
11	0.8508
12	0.861
13	0.8704
14	0.8728
15	0.8824
16	0.8868
17	0.8953
18	0.8965
19	0.904
20	0.912
21	0.9109
22	0.9144
23	0.9211
24	0.9248
25	0.9274
26	0.9299
27	0.9306
28	0.9365
29	0.9411
30	0.9448
31	0.9409
32	0.9467
33	0.9467
34	0.9498
35	0.9554
36	0.9578
37	0.959
38	0.9595
39	0.9637
40	0.9635
41	0.9641
42	0.9694
43	0.9692
44	0.9713
45	0.9736
46	0.9752
47	0.9766
48	0.9737
49	0.9775
50	0.9785
51	0.9783
52	0.9811
53	0.9824
54	0.9795
55	0.9845
56	0.9832
57	0.9855
58	0.9852
59	0.9841
60	0.9858
61	0.9869
62	0.9856
63	0.9891
64	0.9876
65	0.9888
66	0.989
67	0.9886
68	0.991
69	0.9899
70	0.9905
71	0.9886
72	0.9897
73	0.9915
74	0.9932
75	0.9909
76	0.9917
77	0.9915
78	0.9931
79	0.9922
80	0.9939
