Epoch	Score
1	0.2416
2	0.3607
3	0.1362
4	0.1146
5	0.1041
6	0.1108
7	0.1149
8	0.1096
9	0.1093
10	0.094
11	0.1088
12	0.1037
13	0.0991
14	0.1045
15	0.1043
16	0.1077
17	0.1032
18	0.1057
19	0.1054
20	0.1005
21	0.1092
22	0.1095
23	0.1157
24	0.1128
25	0.1199
26	0.1207
27	0.1246
28	0.1241
29	0.1186
30	0.1295
31	0.1195
32	0.1243
33	0.1235
34	0.1216
35	0.1198
36	0.1234
37	0.1208
38	0.1253
39	0.1246
40	0.1247
41	0.1219
42	0.1209
43	0.1241
44	0.1186
45	0.1224
46	0.1143
47	0.1207
48	0.1169
49	0.1214
50	0.1224
