Epoch	Score
1	0.1896
2	0.2034
3	0.3785
4	0.6158
5	0.7334
6	0.8015
7	0.8306
8	0.847
9	0.8661
10	0.8762
11	0.8905
12	0.8952
13	0.9005
14	0.9069
15	0.9163
16	0.9197
17	0.9257
18	0.9301
19	0.9363
20	0.9378
21	0.9413
22	0.9441
23	0.9508
24	0.9556
25	0.9589
26	0.9595
27	0.9628
28	0.9662
29	0.9675
30	0.9716
31	0.9723
32	0.974
33	0.9745
34	0.9788
35	0.9793
36	0.9826
37	0.9837
38	0.9825
39	0.9806
40	0.9856
41	0.9862
42	0.9879
43	0.9864
44	0.988
45	0.9878
46	0.9896
47	0.9911
48	0.9899
49	0.9927
50	0.9912
51	0.9915
52	0.9936
53	0.9939
54	0.992
55	0.9931
56	0.9924
57	0.9937
58	0.9942
59	0.9943
60	0.9954
61	0.9947
62	0.9952
63	0.9936
64	0.9965
65	0.9956
66	0.9948
67	0.996
68	0.9956
69	0.9947
70	0.9957
71	0.9943
72	0.9948
73	0.9964
74	0.9964
75	0.9963
76	0.9971
77	0.9962
78	0.9967
79	0.9965
80	0.9973
