Epoch	Score
1	0.2637
2	0.5975
3	0.7351
4	0.7893
5	0.8206
6	0.8447
7	0.8612
8	0.8772
9	0.8885
10	0.8943
11	0.9078
12	0.9135
13	0.9261
14	0.9274
15	0.9301
16	0.9377
17	0.9401
18	0.9466
19	0.9496
20	0.9508
21	0.9562
22	0.9592
23	0.9586
24	0.9635
25	0.9644
26	0.9645
27	0.9637
28	0.9695
29	0.9663
30	0.9692
31	0.968
32	0.9697
33	0.9715
34	0.9683
35	0.9699
36	0.9705
37	0.9704
38	0.9727
39	0.9726
40	0.9725
41	0.972
42	0.9712
43	0.9771
44	0.9753
45	0.9717
46	0.9745
47	0.9724
48	0.9731
49	0.9786
50	0.9723
