Epoch	Score
1	0.3068
2	0.6498
3	0.7705
4	0.8168
5	0.8447
6	0.8627
7	0.8787
8	0.8927
9	0.9019
10	0.9087
11	0.9186
12	0.9258
13	0.9304
14	0.9352
15	0.9412
16	0.9421
17	0.9493
18	0.9536
19	0.9555
20	0.9568
21	0.9598
22	0.959
23	0.9649
24	0.9643
25	0.9668
26	0.9657
27	0.9701
28	0.9706
29	0.9677
30	0.9687
31	0.9709
32	0.9724
33	0.9695
34	0.9737
35	0.9737
36	0.9745
37	0.9748
38	0.9732
39	0.9763
40	0.9748
41	0.9756
42	0.9794
43	0.975
44	0.9796
45	0.9769
46	0.9806
47	0.9777
48	0.981
49	0.9786
50	0.9775
