Epoch	Score
1	0.2106
2	0.4288
3	0.6368
4	0.7243
5	0.7701
6	0.7853
7	0.8118
8	0.8245
9	0.8445
10	0.84
11	0.847
12	0.8494
13	0.8546
14	0.8741
15	0.873
16	0.8768
17	0.8789
18	0.8722
19	0.8762
20	0.8783
21	0.869
22	0.8667
23	0.8665
24	0.8753
25	0.8752
26	0.8746
27	0.8666
28	0.8772
29	0.865
30	0.8419
31	0.8365
32	0.8224
33	0.8223
34	0.8152
35	0.8047
36	0.8147
37	0.7955
38	0.8017
39	0.7941
40	0.7935
41	0.7654
42	0.7551
43	0.7474
44	0.7605
45	0.7524
46	0.7426
47	0.7144
48	0.7343
49	0.7307
50	0.6929
