Epoch	Score
1	0.1852
2	0.2551
3	0.6078
4	0.7689
5	0.8177
6	0.8527
7	0.8771
8	0.8902
9	0.9022
10	0.9154
11	0.9277
12	0.9315
13	0.9412
14	0.9495
15	0.9551
16	0.956
17	0.962
18	0.9635
19	0.9647
20	0.9697
21	0.967
22	0.9726
23	0.9723
24	0.9715
25	0.9746
26	0.9731
27	0.9721
28	0.9741
29	0.9778
30	0.9786
31	0.976
32	0.9775
33	0.9791
34	0.9781
35	0.9807
36	0.9781
37	0.9822
38	0.9791
39	0.9799
40	0.9801
41	0.98
42	0.9809
43	0.9829
44	0.9803
45	0.9822
46	0.9821
47	0.9831
48	0.982
49	0.9831
50	0.9847
51	0.9833
52	0.9841
53	0.9829
54	0.9854
55	0.9822
56	0.9859
57	0.9862
58	0.9822
59	0.9838
60	0.9853
61	0.9827
62	0.985
63	0.9835
64	0.9849
65	0.9834
66	0.984
67	0.983
68	0.9861
69	0.9837
70	0.9843
71	0.9858
72	0.9846
73	0.9851
74	0.9862
75	0.9865
76	0.9851
77	0.9841
78	0.9855
79	0.9879
80	0.9871
