Epoch	Score
1	0.1899
2	0.2511
3	0.5937
4	0.7773
5	0.8224
6	0.8584
7	0.881
8	0.8944
9	0.909
10	0.9186
11	0.9259
12	0.9372
13	0.9433
14	0.9495
15	0.9523
16	0.9571
17	0.9598
18	0.9603
19	0.9653
20	0.965
21	0.9712
22	0.9669
23	0.9706
24	0.9713
25	0.9698
26	0.9693
27	0.975
28	0.9735
29	0.9747
30	0.975
31	0.9767
32	0.9747
33	0.9757
34	0.9733
35	0.978
36	0.9767
37	0.98
38	0.9775
39	0.977
40	0.9773
41	0.9793
42	0.9785
43	0.9799
44	0.9819
45	0.9775
46	0.9758
47	0.9794
48	0.9801
49	0.979
50	0.9773
51	0.9788
52	0.9778
53	0.9796
54	0.9801
55	0.9815
56	0.9783
57	0.9803
58	0.9802
59	0.9767
60	0.9812
61	0.9763
62	0.9782
63	0.9797
64	0.9827
65	0.9774
66	0.9803
67	0.9815
68	0.9796
69	0.9802
70	0.983
71	0.9797
72	0.98
73	0.9792
74	0.9831
75	0.9767
76	0.9801
77	0.9832
78	0.9816
79	0.9805
80	0.9814
