Epoch	Score
1	0.3004
2	0.6585
3	0.7694
4	0.8187
5	0.8428
6	0.8613
7	0.8822
8	0.8916
9	0.904
10	0.9126
11	0.9239
12	0.9263
13	0.9338
14	0.9438
15	0.9462
16	0.9494
17	0.9529
18	0.9578
19	0.9604
20	0.9621
21	0.9668
22	0.9669
23	0.9686
24	0.9715
25	0.9713
26	0.9732
27	0.974
28	0.9768
29	0.9765
30	0.9784
31	0.9801
32	0.979
33	0.9827
34	0.9784
35	0.9785
36	0.9841
37	0.9819
38	0.9819
39	0.9833
40	0.9832
41	0.9849
42	0.9854
43	0.9867
44	0.9843
45	0.9858
46	0.9887
47	0.9838
48	0.9863
49	0.9878
50	0.9871
