Epoch	Score
1	0.1892
2	0.191
3	0.2234
4	0.3769
5	0.5433
6	0.6383
7	0.692
8	0.7277
9	0.7554
10	0.7755
11	0.7918
12	0.8032
13	0.8136
14	0.8198
15	0.8378
16	0.8411
17	0.8433
18	0.8568
19	0.8625
20	0.8651
21	0.8733
22	0.8749
23	0.8789
24	0.8877
25	0.8879
26	0.8923
27	0.8943
28	0.9001
29	0.9009
30	0.9065
31	0.9078
32	0.9117
33	0.9158
34	0.9178
35	0.9219
36	0.9191
37	0.9256
38	0.9288
39	0.9282
40	0.9317
41	0.933
42	0.938
43	0.936
44	0.9437
45	0.943
46	0.945
47	0.947
48	0.9461
49	0.9491
50	0.9509
51	0.952
52	0.9541
53	0.9579
54	0.9584
55	0.9618
56	0.9618
57	0.9638
58	0.9643
59	0.9643
60	0.9657
61	0.9647
62	0.9696
63	0.9674
64	0.9704
65	0.9701
66	0.9714
67	0.9738
68	0.974
69	0.9763
70	0.9725
71	0.9757
72	0.9766
73	0.9776
74	0.9792
75	0.9801
76	0.9797
77	0.9802
78	0.9799
79	0.9842
80	0.9818
