Epoch	Score
1	0.182
2	0.1907
3	0.1911
4	0.1908
5	0.1927
6	0.2012
7	0.2469
8	0.2957
9	0.3574
10	0.4253
11	0.5002
12	0.5706
13	0.6188
14	0.6606
15	0.6935
16	0.7173
17	0.7395
18	0.7549
19	0.7648
20	0.7775
21	0.7889
22	0.7971
23	0.8051
24	0.8139
25	0.8147
26	0.826
27	0.8318
28	0.8381
29	0.8379
30	0.8449
31	0.8452
32	0.8552
33	0.8607
34	0.8578
35	0.8611
36	0.8659
37	0.8722
38	0.8747
39	0.877
40	0.8791
41	0.8796
42	0.8836
43	0.8838
44	0.8894
45	0.8924
46	0.8899
47	0.8928
48	0.8956
49	0.8994
50	0.9058
