Epoch	Score
1	0.1884
2	0.2318
3	0.6104
4	0.7901
5	0.842
6	0.8672
7	0.8843
8	0.8946
9	0.905
10	0.9118
11	0.9228
12	0.9282
13	0.9309
14	0.9399
15	0.9456
16	0.9486
17	0.9555
18	0.9576
19	0.9618
20	0.9629
21	0.96
22	0.9621
23	0.9698
24	0.9672
25	0.9709
26	0.9723
27	0.9663
28	0.9732
29	0.975
30	0.9754
31	0.969
32	0.9784
33	0.9764
34	0.9781
35	0.973
36	0.9775
37	0.9792
38	0.9796
39	0.9798
40	0.9835
41	0.9798
42	0.9825
43	0.9852
44	0.9761
45	0.9813
46	0.982
47	0.9808
48	0.9808
49	0.98
50	0.9802
51	0.9834
52	0.983
53	0.9816
54	0.9784
55	0.9768
56	0.9855
57	0.9844
58	0.9833
59	0.9791
60	0.9788
61	0.9805
62	0.9831
63	0.9833
64	0.9843
65	0.9785
66	0.9836
67	0.9864
68	0.9865
69	0.981
70	0.9818
71	0.9871
72	0.9851
73	0.9853
74	0.9837
75	0.9861
76	0.9849
77	0.9859
78	0.9855
79	0.9886
80	0.9839
