Epoch	Score
1	0.1888
2	0.2713
3	0.642
4	0.7879
5	0.8311
6	0.8586
7	0.8806
8	0.8976
9	0.904
10	0.913
11	0.9225
12	0.9279
13	0.9385
14	0.9383
15	0.9449
16	0.946
17	0.9495
18	0.9547
19	0.955
20	0.9632
21	0.963
22	0.9655
23	0.9616
24	0.9644
25	0.9706
26	0.9703
27	0.966
28	0.9694
29	0.9711
30	0.9721
31	0.9797
32	0.9762
33	0.9734
34	0.9772
35	0.9758
36	0.9741
37	0.9801
38	0.9815
39	0.9735
40	0.9803
41	0.9779
42	0.982
43	0.9769
44	0.9797
45	0.9837
46	0.9822
47	0.9769
48	0.9815
49	0.9833
50	0.9788
51	0.979
52	0.9804
53	0.9816
54	0.9798
55	0.9809
56	0.984
57	0.9847
58	0.9841
59	0.9827
60	0.9891
61	0.9784
62	0.9801
63	0.9876
64	0.9887
65	0.9895
66	0.9829
67	0.9795
68	0.9802
69	0.9887
70	0.9832
71	0.9839
72	0.9873
73	0.9877
74	0.982
75	0.9849
76	0.9839
77	0.9859
78	0.9864
79	0.9849
80	0.9876
