Epoch	Score
1	0.1888
2	0.3605
3	0.6103
4	0.713
5	0.7712
6	0.8209
7	0.8504
8	0.8628
9	0.8804
10	0.8881
11	0.908
12	0.9169
13	0.9266
14	0.934
15	0.9398
16	0.9488
17	0.953
18	0.9576
19	0.9632
20	0.9667
21	0.9701
22	0.9717
23	0.9756
24	0.9764
25	0.9796
26	0.9789
27	0.9811
28	0.9827
29	0.9831
30	0.9836
31	0.9859
32	0.9858
33	0.9861
34	0.9881
35	0.987
36	0.9866
37	0.989
38	0.9895
39	0.9891
40	0.9895
41	0.9909
42	0.989
43	0.9897
44	0.9901
45	0.9908
46	0.9913
47	0.9907
48	0.9911
49	0.9909
50	0.9904
51	0.9911
52	0.9908
53	0.9924
54	0.9908
55	0.9907
56	0.9921
57	0.9931
58	0.9936
59	0.9917
60	0.9937
61	0.9918
62	0.9917
63	0.9934
64	0.9924
65	0.9935
66	0.9925
67	0.9938
68	0.9921
69	0.9937
70	0.9926
71	0.9926
72	0.9953
73	0.9935
74	0.9933
75	0.9942
76	0.9924
77	0.9942
78	0.9926
79	0.9939
80	0.9931
