Epoch	Score
1	0.2512
2	0.5346
3	0.7046
4	0.7666
5	0.8094
6	0.8255
7	0.8433
8	0.8603
9	0.8669
10	0.8745
11	0.8841
12	0.8921
13	0.8979
14	0.8988
15	0.9097
16	0.9087
17	0.9217
18	0.9239
19	0.9219
20	0.9304
21	0.932
22	0.9323
23	0.9316
24	0.9337
25	0.9419
26	0.9429
27	0.9463
28	0.9501
29	0.9394
30	0.9469
31	0.9468
32	0.9495
33	0.9488
34	0.9486
35	0.9534
36	0.9517
37	0.9567
38	0.9548
39	0.9535
40	0.9609
41	0.9548
42	0.9629
43	0.9557
44	0.958
45	0.9604
46	0.9647
47	0.9622
48	0.9537
49	0.9581
50	0.963
