Epoch	Score
1	0.1892
2	0.297
3	0.6339
4	0.7764
5	0.825
6	0.8551
7	0.8727
8	0.884
9	0.8955
10	0.9048
11	0.9155
12	0.921
13	0.9274
14	0.9313
15	0.9364
16	0.9431
17	0.9408
18	0.9549
19	0.9508
20	0.9579
21	0.9599
22	0.9588
23	0.9593
24	0.9653
25	0.9642
26	0.9619
27	0.9644
28	0.9656
29	0.971
30	0.9697
31	0.9691
32	0.9711
33	0.9705
34	0.9761
35	0.975
36	0.978
37	0.9752
38	0.9785
39	0.9759
40	0.9713
41	0.975
42	0.9798
43	0.9792
44	0.9789
45	0.9766
46	0.986
47	0.981
48	0.9784
49	0.9819
50	0.9839
51	0.9789
52	0.9808
53	0.9848
54	0.983
55	0.9789
56	0.982
57	0.9787
58	0.9817
59	0.9825
60	0.9835
61	0.9823
62	0.983
63	0.986
64	0.9834
65	0.9863
66	0.9827
67	0.9844
68	0.9813
69	0.9867
70	0.9892
71	0.9845
72	0.9842
73	0.9836
74	0.9785
75	0.9799
76	0.9823
77	0.9847
78	0.9832
79	0.9867
80	0.9812
