Epoch	Score
1	0.1883
2	0.1865
3	0.1941
4	0.2513
5	0.3585
6	0.5011
7	0.6074
8	0.6604
9	0.7186
10	0.7313
11	0.7668
12	0.776
13	0.7799
14	0.787
15	0.7904
16	0.7915
17	0.8039
18	0.8034
19	0.8015
20	0.8059
21	0.8122
22	0.8054
23	0.7855
24	0.796
25	0.788
26	0.8039
27	0.8045
28	0.7789
29	0.7838
30	0.7595
31	0.7899
32	0.7882
33	0.7877
34	0.7629
35	0.7829
36	0.7532
37	0.7619
38	0.7269
39	0.7323
40	0.6947
41	0.7292
42	0.7362
43	0.7353
44	0.7324
45	0.725
46	0.6879
47	0.7054
48	0.6481
49	0.6819
50	0.6462
51	0.637
52	0.6644
53	0.6473
54	0.6045
55	0.5161
56	0.6289
57	0.5842
58	0.5708
59	0.1672
60	0.1899
61	0.1903
62	0.1892
63	0.1897
64	0.1907
65	0.1907
66	0.1907
67	0.1907
68	0.1907
69	0.1907
70	0.1907
71	0.1907
72	0.1907
73	0.1907
74	0.1907
75	0.1907
76	0.1907
77	0.1907
78	0.1907
79	0.1907
80	0.1907
