Epoch	Score
1	0.2933
2	0.6328
3	0.7523
4	0.8036
5	0.8298
6	0.8532
7	0.8708
8	0.882
9	0.8931
10	0.8995
11	0.9124
12	0.9193
13	0.9227
14	0.9287
15	0.9373
16	0.9408
17	0.9436
18	0.9498
19	0.9528
20	0.9557
21	0.9589
22	0.9624
23	0.9651
24	0.9617
25	0.9677
26	0.9662
27	0.9703
28	0.9722
29	0.9722
30	0.9752
31	0.9753
32	0.9729
33	0.9794
34	0.9737
35	0.976
36	0.9786
37	0.9818
38	0.9797
39	0.9796
40	0.9829
41	0.9788
42	0.9815
43	0.9806
44	0.9803
45	0.9811
46	0.9839
47	0.9828
48	0.9822
49	0.9846
50	0.9833
