Epoch	Score
1	0.1884
2	0.2761
3	0.5678
4	0.7344
5	0.7979
6	0.8481
7	0.8698
8	0.8885
9	0.893
10	0.9123
11	0.9207
12	0.932
13	0.9368
14	0.9477
15	0.9505
16	0.9567
17	0.9609
18	0.9675
19	0.9673
20	0.9729
21	0.9756
22	0.9765
23	0.977
24	0.9793
25	0.9826
26	0.9817
27	0.9798
28	0.9853
29	0.9846
30	0.9854
31	0.9839
32	0.987
33	0.9872
34	0.9852
35	0.9883
36	0.9865
37	0.9871
38	0.9856
39	0.9879
40	0.9913
41	0.9875
42	0.9873
43	0.9879
44	0.9915
45	0.9904
46	0.9914
47	0.9865
48	0.9897
49	0.9911
50	0.9916
51	0.99
52	0.9908
53	0.9902
54	0.9884
55	0.9928
56	0.9915
57	0.9919
58	0.9905
59	0.9922
60	0.9889
61	0.9929
62	0.9897
63	0.9925
64	0.9911
65	0.9911
66	0.9906
67	0.9934
68	0.9911
69	0.9916
70	0.9947
71	0.9904
72	0.9905
73	0.9934
74	0.9922
75	0.9926
76	0.9906
77	0.9928
78	0.9943
79	0.993
80	0.9909
