Epoch	Score
1	0.1887
2	0.2681
3	0.6242
4	0.77
5	0.8206
6	0.8496
7	0.8727
8	0.8833
9	0.8984
10	0.9104
11	0.918
12	0.9277
13	0.9322
14	0.9388
15	0.9445
16	0.9511
17	0.9521
18	0.9536
19	0.9633
20	0.9668
21	0.9677
22	0.9703
23	0.969
24	0.9723
25	0.9737
26	0.9782
27	0.9743
28	0.9788
29	0.9794
30	0.9782
31	0.9825
32	0.9801
33	0.9811
34	0.9804
35	0.9835
36	0.9836
37	0.9819
38	0.9856
39	0.9776
40	0.9863
41	0.9853
42	0.9817
43	0.986
44	0.9876
45	0.9859
46	0.9872
47	0.9897
48	0.9864
49	0.9877
50	0.9892
51	0.9869
52	0.9889
53	0.9887
54	0.9883
55	0.9885
56	0.9885
57	0.9885
58	0.9882
59	0.988
60	0.9895
61	0.9862
62	0.9865
63	0.9891
64	0.9891
65	0.9863
66	0.9884
67	0.9867
68	0.9892
69	0.9891
70	0.9928
71	0.9927
72	0.9922
73	0.9901
74	0.9883
75	0.993
76	0.9889
77	0.99
78	0.9883
79	0.9916
80	0.9918
