Epoch	Score
1	0.1916
2	0.3504
3	0.6799
4	0.7937
5	0.8382
6	0.8638
7	0.8838
8	0.8959
9	0.9085
10	0.9212
11	0.9344
12	0.9417
13	0.946
14	0.9525
15	0.956
16	0.9596
17	0.9638
18	0.9699
19	0.9687
20	0.9747
21	0.9751
22	0.9768
23	0.9765
24	0.9781
25	0.9771
26	0.9771
27	0.9781
28	0.9822
29	0.9797
30	0.9794
31	0.9826
32	0.9826
33	0.9837
34	0.9813
35	0.9822
36	0.9834
37	0.9866
38	0.9849
39	0.9857
40	0.982
41	0.9866
42	0.9827
43	0.9865
44	0.9865
45	0.9865
46	0.9858
47	0.985
48	0.9869
49	0.9858
50	0.9877
51	0.9873
52	0.9887
53	0.9904
54	0.9842
55	0.9892
56	0.9869
57	0.9894
58	0.9861
59	0.9884
60	0.9892
61	0.9858
62	0.9872
63	0.9884
64	0.989
65	0.989
66	0.9893
67	0.9875
68	0.9883
69	0.987
70	0.9887
71	0.9892
72	0.9888
73	0.9902
74	0.9894
75	0.9895
76	0.987
77	0.9879
78	0.988
79	0.9903
80	0.9905
