Epoch	Score
1	0.1908
2	0.3457
3	0.6706
4	0.7884
5	0.8347
6	0.8657
7	0.8822
8	0.8941
9	0.9117
10	0.9226
11	0.9311
12	0.9337
13	0.9428
14	0.9484
15	0.9503
16	0.9577
17	0.9608
18	0.964
19	0.9652
20	0.966
21	0.9691
22	0.9684
23	0.9695
24	0.9725
25	0.973
26	0.9703
27	0.97
28	0.9772
29	0.9745
30	0.9765
31	0.9738
32	0.9762
33	0.9758
34	0.9763
35	0.977
36	0.9772
37	0.9786
38	0.9762
39	0.9801
40	0.9753
41	0.9785
42	0.9763
43	0.9793
44	0.9744
45	0.9825
46	0.9768
47	0.9813
48	0.9802
49	0.9759
50	0.9799
51	0.9812
52	0.98
53	0.9794
54	0.9815
55	0.9795
56	0.9815
57	0.9816
58	0.9799
59	0.9786
60	0.9797
61	0.981
62	0.981
63	0.9827
64	0.9782
65	0.9817
66	0.9827
67	0.9821
68	0.9784
69	0.9798
70	0.9815
71	0.9793
72	0.9789
73	0.9787
74	0.9809
75	0.9809
76	0.9805
77	0.9779
78	0.9824
79	0.9843
80	0.9784
