Epoch	Score
1	0.1893
2	0.2307
3	0.5624
4	0.7581
5	0.8046
6	0.8358
7	0.862
8	0.8755
9	0.891
10	0.9017
11	0.9159
12	0.9217
13	0.9349
14	0.9371
15	0.9436
16	0.9538
17	0.9568
18	0.9642
19	0.9677
20	0.9688
21	0.9704
22	0.9757
23	0.9788
24	0.9765
25	0.9803
26	0.9822
27	0.9815
28	0.9853
29	0.9831
30	0.9841
31	0.986
32	0.9855
33	0.9859
34	0.9874
35	0.988
36	0.9859
37	0.9909
38	0.9859
39	0.99
40	0.9904
41	0.992
42	0.9914
43	0.9897
44	0.9884
45	0.9902
46	0.9929
47	0.9901
48	0.9925
49	0.9885
50	0.9915
51	0.9906
52	0.9927
53	0.9927
54	0.9924
55	0.9916
56	0.9927
57	0.9923
58	0.9936
59	0.9915
60	0.9923
61	0.9915
62	0.9946
63	0.9891
64	0.9948
65	0.9946
66	0.9921
67	0.9948
68	0.9941
69	0.9926
70	0.9939
71	0.9939
72	0.9915
73	0.9947
74	0.9956
75	0.9928
76	0.9918
77	0.9943
78	0.9932
79	0.9951
80	0.9948
