Epoch	Score
1	0.182
2	0.1906
3	0.2413
4	0.4725
5	0.5601
6	0.6178
7	0.6792
8	0.7383
9	0.7751
10	0.8021
11	0.8197
12	0.8352
13	0.8474
14	0.857
15	0.8722
16	0.878
17	0.885
18	0.8893
19	0.8973
20	0.9022
21	0.9094
22	0.9121
23	0.9147
24	0.9188
25	0.9248
26	0.9286
27	0.9291
28	0.9363
29	0.939
30	0.938
31	0.9442
32	0.9463
33	0.9509
34	0.9506
35	0.9538
36	0.9607
37	0.9576
38	0.9622
39	0.959
40	0.9647
41	0.9624
42	0.9674
43	0.9683
44	0.9684
45	0.9687
46	0.9698
47	0.9694
48	0.9716
49	0.9756
50	0.9734
51	0.9787
52	0.9793
53	0.9756
54	0.9781
55	0.9787
56	0.9799
57	0.9813
58	0.9813
59	0.9785
60	0.9806
61	0.9839
62	0.9838
63	0.9788
64	0.9798
65	0.984
66	0.9864
67	0.9884
68	0.9852
69	0.984
70	0.9833
71	0.9897
72	0.9882
73	0.9864
74	0.9879
75	0.9864
76	0.9878
77	0.9883
78	0.9862
79	0.9857
80	0.985
