Epoch	Score
1	0.2164
2	0.4576
3	0.6772
4	0.7599
5	0.8008
6	0.8228
7	0.8449
8	0.8569
9	0.8693
10	0.8773
11	0.8883
12	0.8957
13	0.9032
14	0.9079
15	0.906
16	0.9144
17	0.9133
18	0.9138
19	0.9168
20	0.9264
21	0.9345
22	0.9355
23	0.924
24	0.9248
25	0.9346
26	0.9302
27	0.9371
28	0.9277
29	0.9222
30	0.9393
31	0.9369
32	0.9431
33	0.9321
34	0.9299
35	0.9341
36	0.9355
37	0.9376
38	0.9335
39	0.9379
40	0.9256
41	0.9327
42	0.9293
43	0.9401
44	0.9349
45	0.9251
46	0.9289
47	0.925
48	0.9324
49	0.9281
50	0.9337
