Epoch	Score
1	0.1885
2	0.1907
3	0.2312
4	0.3955
5	0.5553
6	0.6432
7	0.6966
8	0.7344
9	0.76
10	0.7782
11	0.7949
12	0.8078
13	0.8148
14	0.8242
15	0.8382
16	0.8394
17	0.8497
18	0.8573
19	0.8594
20	0.8658
21	0.8739
22	0.8754
23	0.8799
24	0.8863
25	0.8879
26	0.893
27	0.8957
28	0.9021
29	0.9026
30	0.9052
31	0.9077
32	0.9135
33	0.9172
34	0.9182
35	0.9249
36	0.9251
37	0.9283
38	0.9309
39	0.9309
40	0.9355
41	0.9387
42	0.9393
43	0.9416
44	0.9432
45	0.942
46	0.9469
47	0.9464
48	0.9473
49	0.9514
50	0.9531
51	0.9534
52	0.9567
53	0.9562
54	0.9592
55	0.9639
56	0.9634
57	0.9667
58	0.9608
59	0.966
60	0.9681
61	0.9651
62	0.9692
63	0.9686
64	0.97
65	0.9708
66	0.9733
67	0.9741
68	0.975
69	0.973
70	0.9746
71	0.9764
72	0.9793
73	0.9804
74	0.9774
75	0.9793
76	0.9809
77	0.9812
78	0.9829
79	0.9828
80	0.9812
