Epoch	Score
1	0.1925
2	0.4217
3	0.7036
4	0.796
5	0.8386
6	0.8608
7	0.8795
8	0.8889
9	0.9033
10	0.9115
11	0.9247
12	0.927
13	0.9378
14	0.9448
15	0.9473
16	0.9555
17	0.9577
18	0.9597
19	0.9628
20	0.9655
21	0.9711
22	0.971
23	0.9687
24	0.9734
25	0.976
26	0.9729
27	0.9757
28	0.9767
29	0.9754
30	0.9754
31	0.981
32	0.9828
33	0.9791
34	0.9805
35	0.9847
36	0.9817
37	0.9807
38	0.9858
39	0.981
40	0.9866
41	0.9836
42	0.9816
43	0.9855
44	0.9837
45	0.9813
46	0.9866
47	0.9869
48	0.981
49	0.9856
50	0.9856
51	0.9863
52	0.9842
53	0.9853
54	0.9872
55	0.9868
56	0.9873
57	0.987
58	0.9856
59	0.9902
60	0.9868
61	0.9895
62	0.9882
63	0.9892
64	0.9849
65	0.9889
66	0.9893
67	0.9919
68	0.9886
69	0.9896
70	0.9878
71	0.9893
72	0.9887
73	0.9898
74	0.9873
75	0.9899
76	0.987
77	0.9893
78	0.9904
79	0.9875
80	0.9907
