Epoch	Score
1	0.1891
2	0.295
3	0.6454
4	0.7855
5	0.8372
6	0.8623
7	0.8795
8	0.893
9	0.9016
10	0.9121
11	0.9229
12	0.9301
13	0.9332
14	0.9428
15	0.9432
16	0.9492
17	0.9466
18	0.9581
19	0.9586
20	0.9577
21	0.9599
22	0.9699
23	0.9659
24	0.9695
25	0.9687
26	0.9642
27	0.9686
28	0.9741
29	0.9744
30	0.9757
31	0.9697
32	0.978
33	0.9767
34	0.9809
35	0.9797
36	0.973
37	0.9762
38	0.9814
39	0.9797
40	0.9819
41	0.9803
42	0.9793
43	0.9753
44	0.9802
45	0.9816
46	0.9797
47	0.9816
48	0.9816
49	0.9818
50	0.9803
51	0.9789
52	0.9809
53	0.9796
54	0.9827
55	0.982
56	0.986
57	0.9829
58	0.9831
59	0.9838
60	0.9788
61	0.9852
62	0.9824
63	0.986
64	0.989
65	0.9877
66	0.9873
67	0.9865
68	0.9826
69	0.9799
70	0.9814
71	0.9805
72	0.9836
73	0.9852
74	0.9886
75	0.9852
76	0.9879
77	0.9879
78	0.9854
79	0.9895
80	0.9869
