Epoch	Score
1	0.1844
2	0.1897
3	0.1905
4	0.1906
5	0.1907
6	0.1907
7	0.1912
8	0.2901
9	0.4532
10	0.5348
11	0.6115
12	0.6649
13	0.7076
14	0.7424
15	0.7788
16	0.804
17	0.8224
18	0.8368
19	0.8522
20	0.8553
21	0.8692
22	0.8738
23	0.8806
24	0.8943
25	0.8943
26	0.905
27	0.9053
28	0.9132
29	0.9167
30	0.9155
31	0.9238
32	0.928
33	0.9267
34	0.9309
35	0.9363
36	0.9399
37	0.9415
38	0.9433
39	0.952
40	0.9498
41	0.9499
42	0.9552
43	0.9521
44	0.9599
45	0.9602
46	0.9621
47	0.9619
48	0.9636
49	0.9654
50	0.965
51	0.972
52	0.9701
53	0.9676
54	0.9687
55	0.9694
56	0.9734
57	0.972
58	0.9703
59	0.9734
60	0.9773
61	0.9776
62	0.9795
63	0.9809
64	0.9744
65	0.9812
66	0.9788
67	0.9785
68	0.9776
69	0.9821
70	0.9783
71	0.981
72	0.983
73	0.9816
74	0.9818
75	0.9856
76	0.9832
77	0.9861
78	0.9867
79	0.9835
80	0.9826
