Epoch	Score
1	0.1892
2	0.2859
3	0.5949
4	0.7305
5	0.8068
6	0.8395
7	0.8683
8	0.8829
9	0.8972
10	0.9103
11	0.9172
12	0.9294
13	0.9358
14	0.9396
15	0.9451
16	0.9519
17	0.959
18	0.9638
19	0.9665
20	0.9739
21	0.9726
22	0.9765
23	0.9765
24	0.9748
25	0.9818
26	0.9825
27	0.982
28	0.9854
29	0.9863
30	0.9874
31	0.9872
32	0.9869
33	0.9868
34	0.9909
35	0.9861
36	0.9885
37	0.9895
38	0.9922
39	0.9874
40	0.9911
41	0.9889
42	0.9917
43	0.9932
44	0.9908
45	0.9909
46	0.989
47	0.9881
48	0.9926
49	0.9932
50	0.9914
51	0.9939
52	0.9948
53	0.9941
54	0.9931
55	0.9927
56	0.9947
57	0.9928
58	0.9908
59	0.9913
60	0.9919
61	0.9929
62	0.9927
63	0.9972
64	0.9973
65	0.9949
66	0.9885
67	0.9902
68	0.9943
69	0.9941
70	0.993
71	0.9941
72	0.9934
73	0.9949
74	0.996
75	0.9971
76	0.9919
77	0.9933
78	0.9946
79	0.9938
80	0.9939
