Epoch	Score
1	0.1852
2	0.2928
3	0.6186
4	0.7732
5	0.8313
6	0.862
7	0.8822
8	0.8983
9	0.9115
10	0.9224
11	0.9326
12	0.9419
13	0.9456
14	0.953
15	0.9565
16	0.9634
17	0.9653
18	0.9668
19	0.968
20	0.9712
21	0.9727
22	0.9744
23	0.975
24	0.9785
25	0.9736
26	0.9789
27	0.9777
28	0.9815
29	0.981
30	0.9772
31	0.9803
32	0.98
33	0.981
34	0.9814
35	0.9825
36	0.9803
37	0.984
38	0.9812
39	0.9832
40	0.9837
41	0.9829
42	0.9831
43	0.9838
44	0.9849
45	0.9812
46	0.9835
47	0.9862
48	0.9855
49	0.985
50	0.9855
51	0.9843
52	0.9825
53	0.9852
54	0.9853
55	0.9834
56	0.9855
57	0.9861
58	0.9842
59	0.9879
60	0.9852
61	0.9863
62	0.988
63	0.9851
64	0.987
65	0.9858
66	0.9859
67	0.9857
68	0.9873
69	0.9877
70	0.9831
71	0.9874
72	0.9881
73	0.9881
74	0.9863
75	0.9843
76	0.9878
77	0.9866
78	0.9873
79	0.9855
80	0.9878
