Epoch	Score
1	0.2566
2	0.5842
3	0.7332
4	0.7894
5	0.8239
6	0.8462
7	0.8607
8	0.8735
9	0.8855
10	0.8921
11	0.9067
12	0.9096
13	0.9216
14	0.9279
15	0.9326
16	0.9365
17	0.9387
18	0.9448
19	0.944
20	0.9494
21	0.9562
22	0.9569
23	0.9602
24	0.962
25	0.9678
26	0.9641
27	0.9694
28	0.9694
29	0.9678
30	0.9728
31	0.9726
32	0.974
33	0.9732
34	0.9737
35	0.9771
36	0.9785
37	0.9786
38	0.9784
39	0.9819
40	0.9817
41	0.9799
42	0.9802
43	0.9824
44	0.9844
45	0.9819
46	0.9821
47	0.9836
48	0.9834
49	0.9821
50	0.9826
