Epoch	Score
1	0.1877
2	0.2044
3	0.5214
4	0.7622
5	0.8242
6	0.8563
7	0.8808
8	0.8897
9	0.9049
10	0.9167
11	0.9228
12	0.9293
13	0.935
14	0.9382
15	0.9468
16	0.947
17	0.9553
18	0.9512
19	0.9571
20	0.9627
21	0.9626
22	0.9605
23	0.9643
24	0.9683
25	0.9688
26	0.9705
27	0.974
28	0.9729
29	0.972
30	0.9667
31	0.9798
32	0.9765
33	0.9786
34	0.9732
35	0.9773
36	0.9746
37	0.9788
38	0.9745
39	0.9796
40	0.9814
41	0.9766
42	0.9815
43	0.9866
44	0.982
45	0.9844
46	0.9775
47	0.9805
48	0.9786
49	0.9825
50	0.9817
51	0.9816
52	0.9814
53	0.9885
54	0.9853
55	0.9879
56	0.9857
57	0.9817
58	0.9856
59	0.9855
60	0.9825
61	0.9787
62	0.9806
63	0.9805
64	0.9823
65	0.9809
66	0.985
67	0.9858
68	0.9872
69	0.9851
70	0.9885
71	0.9858
72	0.986
73	0.9845
74	0.9898
75	0.9863
76	0.981
77	0.9845
78	0.989
79	0.9874
80	0.9842
