Epoch	Score
1	0.1894
2	0.1937
3	0.2931
4	0.4783
5	0.6716
6	0.78
7	0.8256
8	0.8433
9	0.867
10	0.8824
11	0.8947
12	0.9086
13	0.9138
14	0.9248
15	0.9292
16	0.9366
17	0.9416
18	0.9453
19	0.9489
20	0.9504
21	0.9624
22	0.9621
23	0.9617
24	0.9632
25	0.9711
26	0.9632
27	0.9667
28	0.9658
29	0.9706
30	0.9706
31	0.9646
32	0.9702
33	0.9727
34	0.9785
35	0.9705
36	0.9754
37	0.9779
38	0.9792
39	0.9827
40	0.9788
41	0.9763
42	0.9746
43	0.9748
44	0.984
45	0.9801
46	0.9815
47	0.983
48	0.9808
49	0.9821
50	0.984
51	0.9794
52	0.9829
53	0.9799
54	0.9879
55	0.9904
56	0.9777
57	0.9851
58	0.9846
59	0.9853
60	0.9863
61	0.9904
62	0.9912
63	0.9864
64	0.9865
65	0.9864
66	0.9892
67	0.9898
68	0.991
69	0.9865
70	0.9894
71	0.9857
72	0.9865
73	0.9874
74	0.9912
75	0.9919
76	0.9905
77	0.9861
78	0.9826
79	0.985
80	0.9893
