Epoch	Score
1	0.2819
2	0.6425
3	0.7711
4	0.8154
5	0.8371
6	0.8643
7	0.8757
8	0.8884
9	0.8988
10	0.9027
11	0.9165
12	0.9193
13	0.9247
14	0.9324
15	0.9353
16	0.9393
17	0.9391
18	0.9445
19	0.947
20	0.9506
21	0.9532
22	0.9517
23	0.9601
24	0.9556
25	0.9593
26	0.9615
27	0.9607
28	0.9633
29	0.9633
30	0.9635
31	0.9656
32	0.965
33	0.9668
34	0.9677
35	0.9648
36	0.9694
37	0.9711
38	0.9658
39	0.9682
40	0.9716
41	0.9674
42	0.9689
43	0.9715
44	0.9736
45	0.9688
46	0.9738
47	0.9703
48	0.9723
49	0.9729
50	0.9711
