Epoch	Score
1	0.1885
2	0.3345
3	0.6974
4	0.8016
5	0.8418
6	0.8664
7	0.8847
8	0.8925
9	0.9078
10	0.9148
11	0.9251
12	0.9311
13	0.9427
14	0.9439
15	0.9504
16	0.9558
17	0.958
18	0.965
19	0.9645
20	0.97
21	0.9677
22	0.9702
23	0.9752
24	0.9726
25	0.9738
26	0.9803
27	0.9735
28	0.9769
29	0.9819
30	0.9788
31	0.977
32	0.98
33	0.9787
34	0.984
35	0.9817
36	0.9802
37	0.9864
38	0.9805
39	0.9826
40	0.9862
41	0.9811
42	0.9826
43	0.9848
44	0.9845
45	0.9854
46	0.986
47	0.9831
48	0.9866
49	0.9854
50	0.9886
51	0.9861
52	0.9863
53	0.9871
54	0.9848
55	0.986
56	0.9871
57	0.9886
58	0.9877
59	0.9869
60	0.9843
61	0.9867
62	0.9892
63	0.9876
64	0.9906
65	0.9849
66	0.9888
67	0.9903
68	0.9895
69	0.9877
70	0.9866
71	0.9927
72	0.9866
73	0.99
74	0.9888
75	0.9884
76	0.9891
77	0.9892
78	0.9893
79	0.9883
80	0.9907
