Epoch	Score
1	0.189
2	0.2269
3	0.5366
4	0.7342
5	0.8112
6	0.8447
7	0.8677
8	0.8815
9	0.8975
10	0.9029
11	0.9149
12	0.9227
13	0.9316
14	0.937
15	0.9399
16	0.9467
17	0.9544
18	0.9567
19	0.9623
20	0.9641
21	0.9648
22	0.969
23	0.9721
24	0.971
25	0.9757
26	0.9773
27	0.9772
28	0.9807
29	0.9818
30	0.9834
31	0.9833
32	0.9817
33	0.984
34	0.9849
35	0.9837
36	0.9862
37	0.985
38	0.9861
39	0.9868
40	0.9886
41	0.9876
42	0.9852
43	0.9864
44	0.9861
45	0.9872
46	0.9885
47	0.9895
48	0.9897
49	0.9914
50	0.9884
51	0.9888
52	0.9926
53	0.9933
54	0.9877
55	0.9904
56	0.991
57	0.9885
58	0.9906
59	0.9933
60	0.9906
61	0.9901
62	0.9935
63	0.9941
64	0.9919
65	0.9901
66	0.9928
67	0.9918
68	0.9933
69	0.9917
70	0.992
71	0.9926
72	0.9938
73	0.9897
74	0.9928
75	0.9913
76	0.9937
77	0.9918
78	0.9948
79	0.9938
80	0.9926
